"ValidationStatus","RelationshipId","Source","RelationshipType","TargetType","Target","DiscoveryMethod","FunctionName","Confidence","ReferenceCount"
"NOT_YET_CATALOGED","107477251bd764eed2207fb7","cube::Glenn Springs Project","REFERENCES","hierarchy","hierarchy::Fiscal Period","tm1_rule_parser","ELCOMP","RESOLVED","2"
"NOT_YET_CATALOGED","54943cde5ef8c12c2afb32b4","cube::Inventory Walk","REFERENCES","hierarchy","hierarchy::Fiscal Period","tm1_rule_parser","ELCOMP","RESOLVED","2"
"NOT_YET_CATALOGED","ea322129e537f3e1c2387a66","cube::Inventory Walk","REFERENCES","hierarchy","hierarchy::Fiscal Period","tm1_rule_parser","ELLEV","RESOLVED","2"
"NOT_YET_CATALOGED","ca6b0017f0ae42e36d552bd2","cube::SYS Control","REFERENCES","hierarchy","hierarchy::Fiscal Period","tm1_rule_parser","ELCOMP","RESOLVED","8"
"NOT_YET_CATALOGED","b3a9af474702cf1137d22c23","cube::Turnaround and Other Asset","REFERENCES","hierarchy","hierarchy::Fiscal Period","tm1_rule_parser","ELCOMP","RESOLVED","2"
"NOT_YET_CATALOGED","6c94b0fd98ad4cfc68f7816c","cube::Turnaround and Other Asset","REFERENCES","hierarchy","hierarchy::Fiscal Period","tm1_rule_parser","ELLEV","RESOLVED","2"
"NOT_YET_CATALOGED","804bfca788b2abe4627896ba","cube::}CubeDrill_Balance Sheet","REFERENCES","hierarchy","hierarchy::Flow Code","tm1_rule_parser","ELISANC","RESOLVED","1"
"NOT_YET_CATALOGED","e05ed33937033a11206a677f","cube::Balance Sheet","REFERENCES","hierarchy","hierarchy::Flow Code","tm1_rule_parser","ELISANC","RESOLVED","4"
"NOT_YET_CATALOGED","638bbcbed510de7ce68351aa","cube::}ElementAttributes_Material","REFERENCES","hierarchy","hierarchy::Material","tm1_rule_parser","ELISANC","RESOLVED","2"
"NOT_YET_CATALOGED","fb474c11e8d6725ee182db70","cube::Material Ledger","REFERENCES","hierarchy","hierarchy::Material","tm1_rule_parser","ELLEV","RESOLVED","2"
"NOT_YET_CATALOGED","5c328d928c03b693948d2756","cube::Material Ledger","REFERENCES","hierarchy","hierarchy::mMaterial Ledger","tm1_rule_parser","ELISANC","RESOLVED","24"
"NOT_YET_CATALOGED","30d908cf00df6bb0ef41a13a","cube::}CellSecurity_Project Spending","REFERENCES","hierarchy","hierarchy::mProject Spending","tm1_rule_parser","ELISANC","RESOLVED","1"
"NOT_YET_CATALOGED","355c0ec5b1b776732a5c805e","cube::Below the Line","REFERENCES","hierarchy","hierarchy::PL Account","tm1_rule_parser","ELISANC","RESOLVED","3"
"NOT_YET_CATALOGED","c3dea3db8f6afe55e80dc140","cube::Below the Line Assessment","REFERENCES","hierarchy","hierarchy::PL Account","tm1_rule_parser","ELISANC","RESOLVED","4"
"NOT_YET_CATALOGED","7c609d8cb48d08c0ef01822f","cube::Fixed Manufacturing Cost Assessment","REFERENCES","hierarchy","hierarchy::PL Account","tm1_rule_parser","ELISANC","RESOLVED","1"
"NOT_YET_CATALOGED","26609170f385410a0726d29b","cube::Intercompany Sandbox","REFERENCES","hierarchy","hierarchy::PL Account","tm1_rule_parser","ELISANC","RESOLVED","7"
"NOT_YET_CATALOGED","692f8c2f1ba05f6c789af069","cube::}ElementAttributes_Cost Center","REFERENCES","hierarchy","hierarchy::Profit Center","tm1_rule_parser","ELISANC","RESOLVED","5"
"NOT_YET_CATALOGED","b7d77b53edcb7d04ef9cefd2","cube::}ElementAttributes_Cost Center","REFERENCES","hierarchy","hierarchy::Profit Center","tm1_rule_parser","ELPAR","RESOLVED","15"
"NOT_YET_CATALOGED","3cb9d730c3596fb8f6bb5099","cube::Profit and Loss","REFERENCES","hierarchy","hierarchy::Profit Center","tm1_rule_parser","ELLEV","RESOLVED","1"
"NOT_YET_CATALOGED","c32f5e0b99cbf3a9ff16033f","cube::Material Ledger","REFERENCES","hierarchy","hierarchy::Sending or Receiving Material","tm1_rule_parser","ELISANC","RESOLVED","1"
"NOT_YET_CATALOGED","f841cc8e954cc743ce8baab5","process::SYS_Delete_Views_and_Subsets_By_Pattern","DELETES_SUBSET","subset","subset::| vDim | . | vSub |","tm1_ti_parser","SubsetDestroy","CONFIRMED","1"
"NOT_YET_CATALOGED","1f759946e2b664d332ed5bd1","process::AAQ_Zero 200MCHK","UPDATES_SUBSET","subset","subset::AFEMONTH.CURRENT_MONTH","tm1_ti_parser",,"CONFIRMED","2"
"NOT_YET_CATALOGED","e7e3d0d2d1c31d5d9f4f8097","process::AAQ_Zero 200MCHK","UPDATES_SUBSET","subset","subset::AFEYEAR.CURRENT_YEAR","tm1_ti_parser",,"CONFIRMED","2"
"NOT_YET_CATALOGED","f8653cc20eb0b513028b6ba3","process::zTemp_Clear Permissions","USES_VIEW","view","view::}ClientGroups.Clear Permissions","tm1_ti_parser","ViewZeroOut","CONFIRMED","1"
"NOT_YET_CATALOGED","896d6f6da786aaf0012cd1e2","process::SYS_Delete_Views_and_Subsets_By_Pattern","DELETES_VIEW","view","view::| vCube | . | vView |","tm1_ti_parser","ViewDestroy","CONFIRMED","1"
"NOT_YET_CATALOGED","ebcc5ee1215c844c4c0cb4bb","process::AAQ_Zero 200MCHK","USES_VIEW","view","view::aaq2mmck.Zero - CM","tm1_ti_parser","VIEWZEROOUT","CONFIRMED","1"
"NOT_YET_CATALOGED","6ff58d7497f39511cba5c7df","process::AAQ_ZeroAAQ","USES_VIEW","view","view::Aaqdata.ZEROMONTH","tm1_ti_parser","VIEWZEROOUT","CONFIRMED","1"
"NOT_YET_CATALOGED","e70d1c369fb2b0e57301b446","process::LegacyUpdate - Fixed Cost","CREATES_VIEW","view","view::Fixed Manufacturing Cost.Zero_month","tm1_ti_parser","ViewCreate","CONFIRMED","1"
"NOT_YET_CATALOGED","4cbdb60a8ac4149d2c112166","process::LegacyUpdate - Fixed Cost","USES_VIEW","view","view::Fixed Manufacturing Cost.Zero_Month","tm1_ti_parser",,"CONFIRMED","2"
"NOT_YET_CATALOGED","cbff4a02e62f2da0e504a241","process::LegacyUpdate - Mfg Key Stats","USES_VIEW","view","view::MFG KEY STATS.ZeroOut","tm1_ti_parser","ViewZeroOut","CONFIRMED","1"
"PARAMETERIZED_REFERENCE","736240f63267caa1f611bc13","cube::SYS Legacy Elements","REFERENCES","attribute","attribute::<blank target>","tm1_rule_parser","ATTRS","PARAMETERIZED","2"
"PARAMETERIZED_REFERENCE","7a7f6aee0e62357bf04c5947","cube::SYS Legacy Elements","REFERENCES","dimension","dimension::<blank target>","tm1_rule_parser","DIMIX","PARAMETERIZED","3"
"UNRESOLVED_DYNAMIC_REFERENCE","78aaee066c4e8812abcad810","process::DataUpdate - Project Spending - Validation","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.'AFE ' | NumberToString ( nAFECnt )","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","0db2e6408ca242a4820d16b8","process::DataUpdate - Project Spending - Validation - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.'AFE ' | NumberToString ( nAFECnt )","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","a94ca6588a74d5b9e3993fe6","process::DataUpdate - Project Spending - Validation EMail","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE 1","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f209542aab09506512d1b025","process::DataUpdate - Project Spending - Validation EMail","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE 2","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","dd6107a02b43b38fe0a076ee","process::DataUpdate - Project Spending - Validation EMail","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE 3","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","7e35217e939b50cfcef92fd1","process::DataUpdate - Project Spending - Validation EMail","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE 4","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","960789b4f60cf570d7bdb3e4","process::DataUpdate - Project Spending - Validation EMail","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE 5","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","e083be563522f5877855777f","process::DataUpdate - Project Spending - Validation","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE Count","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","1833128cb6118b37630c8505","process::DataUpdate - Project Spending - Validation - Manual","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE Count","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","761b20a50e8b1865a2d3ceeb","process::DataUpdate - Project Spending - Validation EMail","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE Count","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","6cd0e1dfc2107d6392ecfcff","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.AFE Number","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","1157693b51e292e2376dd9ca","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.AFE Number","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","9c10791197d22227eb363745","process::DimUpdate - AFE Number - Rollups","READS_ATTRIBUTE","attribute","attribute::AFE Number.AFE Number","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","6f368bf57065732cab7da051","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Approved Date","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","5e1a4085217555446392edf1","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Approved Date","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","ac5af7c8300db73a5fb03656","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.CAPTION","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","210f8f9c3e004c6cbb1b4019","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.CAPTION","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f169c0c3dbb64d76659c8f0e","process::DimUpdate - AFE Number - Rollups","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.CAPTION","tm1_ti_parser","AttrPutS","UNRESOLVED","3"
"UNRESOLVED_DYNAMIC_REFERENCE","0399260b36ee20d2a916d1a3","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.CoCd","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","bcd4911bd95c8b35eb8d76a3","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.CoCd","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","edf900ca931ff96744a932f7","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Completion Date","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f5d0a2b72f0debc45060a845","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Completion Date","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","523204fe2f7f8610feecbf50","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Cost Center","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","eab5b5d60c31321d2eea2ca6","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Cost Center","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","30769cf7174cc7947179dde2","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Environment Investment","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","fb913751dcca8241ec6ce071","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Environment Investment","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","cf0aeb0c252203416fd136bd","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Funded/Unfunded","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","516b5070c036972004f5adfd","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Funded/Unfunded","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","2aa0edec5c8793913bc8353f","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Investment Reason","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","ef9b21470e7b5148164ee837","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Investment Reason","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","57c8087a4ca2a83e5ba551b1","process::DimUpdate - AFE Number - Rollups","READS_ATTRIBUTE","attribute","attribute::AFE Number.OXY-CCA2 Rollup","tm1_ti_parser","ATTRS","UNRESOLVED","4"
"UNRESOLVED_DYNAMIC_REFERENCE","46aecd457b42aacd486e8319","process::DimUpdate - AFE Number - Rollups","READS_ATTRIBUTE","attribute","attribute::AFE Number.OXY-CCA2 Rollup Description","tm1_ti_parser","ATTRS","UNRESOLVED","2"
"UNRESOLVED_DYNAMIC_REFERENCE","156ffbdbbff0e4a16734fdfc","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Plant","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","31123258753b41f333fd3982","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Plant","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","4f46a3b116f36fb5cab23a57","process::DimUpdate - AFE Number - Rollups","READS_ATTRIBUTE","attribute","attribute::AFE Number.Plant","tm1_ti_parser","ATTRS","UNRESOLVED","2"
"UNRESOLVED_DYNAMIC_REFERENCE","faaf895e7d8f5cd48f7fce73","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Profit Center","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","01b61526cce0f1c25af6b707","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Profit Center","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","79755dad35ba55219c077e6d","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Reimbursed","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","6387d8bac94493c3b9663134","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Reimbursed","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","3d3e315deaabaa07950c12a4","process::DataUpdate - Project Spending","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Resp Cost Center","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f9191884611f5f63dbaeddfb","process::DataUpdate - Project Spending - Manual","WRITES_ATTRIBUTE","attribute","attribute::AFE Number.Resp Cost Center","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","977d37883699ac6bf82ff009","process::DimUpdate - AFE Number - Rollups","READS_ATTRIBUTE","attribute","attribute::AFE Number.Rollup","tm1_ti_parser","ATTRS","UNRESOLVED","2"
"UNRESOLVED_DYNAMIC_REFERENCE","50547663bcdfa2d28c9a594b","process::DimUpdate - AFE Number - Rollups","READS_ATTRIBUTE","attribute","attribute::AFE Number.Rollup Description","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","475fa6e4d4c3fe9db9b7bda5","process::DataUpdate - Project Spending - Validation","READS_ATTRIBUTE","attribute","attribute::AFE Number.sAFENum","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","cb19c514ede979bc5ec989fb","process::DataUpdate - Project Spending - Validation - Manual","READS_ATTRIBUTE","attribute","attribute::AFE Number.sAFENum","tm1_ti_parser","ATTRS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","efdc026fda4ce59ed171b90c","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.AcGp","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f0f9ba8c6a3ca341dbaabdd8","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.AcGp","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f4d811c5ee63daac8e85c093","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.CAPTION","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","9b4a6cc6816e3e70588b82e7","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.CAPTION","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","cb550ed3c18c27243cdf8aba","process::DimUpdate - BS Account - Hierarchies","WRITES_ATTRIBUTE","attribute","attribute::BS Account.Caption","tm1_ti_parser","ATTRPUTS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","c4d0ade187977fb454a63466","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.Description","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","e7abe12363c71148e340b09c","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.Description","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","58ad18039974ae0f7538e13a","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.G/L Account Type","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","c8ce99699909793fdad0bd90","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.G/L Account Type","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","bcb6fefc094f127fb3268588","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.G/L Acct","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","74a0d4cfd30905ff7d5d9fc9","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.G/L Acct","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","af9e25a0cfba135204d69942","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.Group Acct","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","3fb5f8f7b9c800fdd81e55db","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.Group Acct","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","4ee40abbafaf2b87e89ed24e","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.Short Description","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","ca5006633f70ea264312c1e1","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.Short Description","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","a9e4e1a933f1f0a2c26e9e89","process::DimUpdate - BS Account","WRITES_ATTRIBUTE","attribute","attribute::BS Account.Tr.Prt","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","ed7b1d62de0f1a49229887ca","process::DimUpdate - BS Account","CREATES_ATTRIBUTE","attribute","attribute::BS Account.Tr.Prt","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","881726b8d4cae6db40b0a07c","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.Address","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","b76bedc77cc3515bf0f1b54a","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.Address","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","ead04b18ac27f990d0bfe3a7","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.C/R","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","e445fea1add31cafc50ec120","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.C/R","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","19a84be00e31136b4102ec17","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.CAPTION","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","dc139e024974db38b3ef1432","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.CAPTION","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","c004fcc11adbcf8b05ba0e1f","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.City","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","e4afd7d07496822670c5e9e0","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.City","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","0dbf0c3a45d521dbc1484a0c","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.Crcy","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","0a27309d0bdb895ea909c6ea","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.Crcy","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","994d1124eb998bf852a7d71d","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.Description","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","b41fce816be703a32e808bbf","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.Description","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","bb886082e8fed8e9dbd7385d","process::DimUpdate - Company","WRITES_ATTRIBUTE","attribute","attribute::Company.Jurisdict. Code","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","88e5906e07b21f082fd28c9d","process::DimUpdate - Company","CREATES_ATTRIBUTE","attribute","attribute::Company.Jurisdict. Code","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","5338de3aba14b55a88fe300e","process::DimUpdate - Company - SAP Hierarchy","CREATES_ATTRIBUTE","attribute","attribute::Company.Order Adj","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","dff040c6864d40f81a61d641","process::DimUpdate - Company - SAP Hierarchy","CREATES_ATTRIBUTE","attribute","attribute::Company.Parent","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","50052e8d3efa1c025b6d2cf7","process::DimUpdate - Cost Center","CREATES_ATTRIBUTE","attribute","attribute::Cost Center.C/R","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","5858cf6c60beb6e2a6c332d7","process::DimUpdate - Cost Center","WRITES_ATTRIBUTE","attribute","attribute::Cost Center.C/R","tm1_ti_parser","ATTRPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","238d75514d65ddc77c7a5712","process::DimUpdate - Cost Center","CREATES_ATTRIBUTE","attribute","attribute::Cost Center.CAPTION","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","006daf090c1d0cbeab154f20","process::DimUpdate - Cost Center","WRITES_ATTRIBUTE","attribute","attribute::Cost Center.CAPTION","tm1_ti_parser","AttrPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","5b3a32e8416f5a7ab98a9e7c","process::DimUpdate - Cost Center","CREATES_ATTRIBUTE","attribute","attribute::Cost Center.CCtC","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","f7681624c94ee0e5e7691b77","process::DimUpdate - Cost Center","WRITES_ATTRIBUTE","attribute","attribute::Cost Center.CCtC","tm1_ti_parser","ATTRPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","0817f77bf616676684731f1f","process::DimUpdate - Cost Center","CREATES_ATTRIBUTE","attribute","attribute::Cost Center.City","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","c4be91051ef98a9363c742e6","process::DimUpdate - Cost Center","WRITES_ATTRIBUTE","attribute","attribute::Cost Center.City","tm1_ti_parser","ATTRPutS","UNRESOLVED","1"
"UNRESOLVED_DYNAMIC_REFERENCE","d680ddc708dbdfd3b547cb7c","process::DimUpdate - Cost Center","CREATES_ATTRIBUTE","attribute","attribute::Cost Center.CoCd","tm1_ti_parser","AttrInsert","UNRESOLVED","1"
